entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
AFFIRMED HOUSING GROUP INC.,NA,org_rg_8827,AFFIRMED HOUSING,add to map,yes,54ba4a5a-fd95-4b1f-b0a8-8dc5e5f686fe,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,9800,10000,San Diego,CA,92128,
AL MALAIKAH AUDITORIUM CO,NA,org_rg_8828,AL MALAIKAH AUDITORIUM COMPANY,add to map,yes,489a5028-6601-424b-972e-d6df52cee57a,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2500,5000,Los Angeles,CA,90007,
AL MALAIKAH AUDITORIUM COMPANY,NA,org_rg_8828,AL MALAIKAH AUDITORIUM COMPANY,add to map,yes,489a5028-6601-424b-972e-d6df52cee57a,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Los Angeles,CA,90007,
"ALPHA IN BAY, INC.",NA,org_rg_8830,ALPHA IN BAY,add to map,yes,a5810bac-8224-415d-baa8-c3c89963222b,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5900,Cupertino,CA,95014,
"ALPHA IN BAY, LLC",NA,org_rg_8830,ALPHA IN BAY,add to map,yes,a5810bac-8224-415d-baa8-c3c89963222b,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5900,5900,San Jose,CA,95128,
AMERICAN ADVANCED MANAGEMENT INC.,NA,org_rg_8831,AMERICAN ADVANCED MANAGEMENT,add to map,yes,b75ea3a3-4f0f-49d4-8288-bf50deb18005,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2500,5000,Modesto,CA,95354-1247,
"AMERICAN ADVANCED MANAGEMENT, INC.",NA,org_rg_8831,AMERICAN ADVANCED MANAGEMENT,add to map,yes,b75ea3a3-4f0f-49d4-8288-bf50deb18005,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Modesto,CA,95354,
COMMON ENERGY,NA,org_rg_8858,COMMON ENERGY,add to map,yes,a8b0aee6-e50f-49d6-88f2-8f5cdb615b5f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,9800,9800,New York,NY,10013,
COMMON ENERGY LLC,NA,org_rg_8858,COMMON ENERGY,add to map,yes,a8b0aee6-e50f-49d6-88f2-8f5cdb615b5f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,9800,New York,NY,10014-9409,
CROWN REALTY PROPERTY MANAGEMENT,NA,org_rg_8860,CROWN REALTY PROPERTY MANAGEMENT,add to map,yes,779fa82c-06fc-424a-9398-07b7097159ba,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,4131,8376,Napa,CA,94558,
CROWN REALTY PROPERTY MGMT,NA,org_rg_8860,CROWN REALTY PROPERTY MANAGEMENT,add to map,yes,779fa82c-06fc-424a-9398-07b7097159ba,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,4245,8376,Napa,CA,94558,
FOWLER PACKING,NA,org_rg_8879,FOWLER PACKING COMPANY,add to map,yes,79359c79-d846-47ea-879e-43d8bb2935cc,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,6045,25000,Fresno,CA,93725,
KOOTH USA LLC (LAURA TULLY),NA,org_rg_8892,KOOTH USA,add to map,yes,ee54d2a5-663a-41af-9d50-9d872512d803,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,25000,25000,Chicago,IL,60607-2377,
"KOOTH USA, LLC",NA,org_rg_8892,KOOTH USA,add to map,yes,ee54d2a5-663a-41af-9d50-9d872512d803,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,1500,25000,Chicago,IL,60607,
"L.A. TAXI COOPERATIVE, INC. DBA YELLOW CAB",NA,org_rg_8893,YELLOW CAB,add to map,yes,bca79d8d-da16-4dc6-a371-a329be6ae394,DBA,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5900,5900,Gardena,CA,90249,
"L.A. TAXI COOPERATIVE, INC., DBA YELLOW CAB",NA,org_rg_8893,YELLOW CAB,add to map,yes,bca79d8d-da16-4dc6-a371-a329be6ae394,DBA,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5900,5900,Torrance,CA,90504,
"MCDONALD'S USA, LLC",NA,org_rg_8784,MCDONALD'S,add to map,yes,2e0f297b-4626-4da0-8509-86d3458f2d8e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,5000,5000,Chicago,IL,60607,
"MCDONALD'S USA LLC, INCLUDING MCDONALD'S CORPORATION(LAUREN AGUILAR)",NA,org_rg_8784,MCDONALD'S,add to map,yes,2e0f297b-4626-4da0-8509-86d3458f2d8e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Chicago,IL,60607,
"MCDONALD'S USA, LLC INCLUDING MCDONALD'S CORPORATION",NA,org_rg_8784,MCDONALD'S,add to map,yes,2e0f297b-4626-4da0-8509-86d3458f2d8e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2000,5000,Chicago,IL,60607,
"MCDONALD'S USA, LLC(LAUREN AGUILAR)",NA,org_rg_8784,MCDONALD'S,add to map,yes,2e0f297b-4626-4da0-8509-86d3458f2d8e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2000,5000,Chicago,IL,60607,
MERUELO ENTERPRISES INC. (ALEX MERUELO),NA,org_rg_8902,MERUELO ENTERPRISES,add to map,yes,1bce132f-a3d6-462d-ab12-19ae064be090,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,10000,20000,Downey,CA,90241-5560,
"MERUELO ENTERPRISES, INC.",NA,org_rg_8902,MERUELO ENTERPRISES,add to map,yes,1bce132f-a3d6-462d-ab12-19ae064be090,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,20000,20000,Downey,CA,90241,
NRG ENERGY INC.,NA,org_rg_8911,NRG ENERGY,add to map,yes,188798d0-efb4-4818-be81-b126db187293,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,12500,12500,Princeton,NJ,08540-6023,
"NRG ENERGY, INC.",NA,org_rg_8911,NRG ENERGY,add to map,yes,188798d0-efb4-4818-be81-b126db187293,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2000,12500,Princeton,NJ,8540,
PRIME DIRT INC.,NA,org_rg_8924,PRIME-DIRT,add to map,yes,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,1000,6000,Woodlake,CA,93286,
PRIME-DIRT,NA,org_rg_8924,PRIME-DIRT,add to map,yes,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2500,6000,Woodlake,CA,93286,
"PRIME-DIRT, INC.",NA,org_rg_8924,PRIME-DIRT,add to map,yes,c934ea9e-240e-4dac-ac0e-91ebe8c15f07,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,6000,6000,Woodlake,CA,93286,
RAI SERVICES CO,NA,org_rg_6556,REYNOLDS AMERICAN,add to map,yes,d91acbd2-6f62-4315-828e-6ba037af0c7d,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Winston-Salem,NC,27101,
RAI SERVICES COMPANY,NA,org_rg_6556,REYNOLDS AMERICAN,add to map,yes,d91acbd2-6f62-4315-828e-6ba037af0c7d,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,2000,5000,Winston-Salem,NC,27101,
RJ REYNOLDS TOBACCO COMPANY AND ITS AFFILIATES,NA,org_rg_6556,REYNOLDS AMERICAN,add to map,yes,d91acbd2-6f62-4315-828e-6ba037af0c7d,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,10900,Winston Salem,NC,27101,
"SIGHTGLASS MANAGEMENT, INC.",NA,org_rg_8939,SIGHT GLASS MANAGEMENT,add to map,yes,5bf22094-b017-4cbb-94a6-7a6cbce5c03d,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,2500,10000,Alameda,CA,94502,
SIGNAL HILL PETROLEUM,NA,org_rg_7042,SIGNAL HILL PETROLEUM,add to map,yes,7147d971-27be-446f-aec5-7eaa5616e43b,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Signal Hill,CA,90755-2008,
SIGNAL HILL PETROLEUM INC.,NA,org_rg_7042,SIGNAL HILL PETROLEUM,add to map,yes,7147d971-27be-446f-aec5-7eaa5616e43b,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,Signal Hill,CA,90755,
"SIGNAL HILL PETROLEUM, INC",NA,org_rg_7042,SIGNAL HILL PETROLEUM,add to map,yes,7147d971-27be-446f-aec5-7eaa5616e43b,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,19600,19600,Signal Hill,CA,90755,
"SIGNAL HILL PETROLEUM, INC.",NA,org_rg_7042,SIGNAL HILL PETROLEUM,add to map,yes,7147d971-27be-446f-aec5-7eaa5616e43b,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1,7500,19600,Signal Hill,CA,90755,
SOUTH CORD MANAGEMENT LLC (ELLIOT LEWIS),NA,org_rg_8943,SOUTH CORD MANAGEMENT,add to map,yes,11581042-9d09-4d92-b269-de78d671b643,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,10000,10000,Long Beach,CA,90802-2349,
"SOUTH CORD MANAGEMENT, LLC",NA,org_rg_8943,SOUTH CORD MANAGEMENT,add to map,yes,11581042-9d09-4d92-b269-de78d671b643,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5900,10000,Long Beach,CA,90802,
SUTTER EAST BAY MEDICAL GROUP,NA,org_rg_8946_a,SUTTER EAST BAY MEDICAL GROUP,add to map,yes,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,3500,30000,Lafayette,CA,94549,
SUTTER EAST BAY MEDICAL GROUP INC.,NA,org_rg_8946_a,SUTTER EAST BAY MEDICAL GROUP,add to map,yes,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,30000,30000,Oakland,CA,94609-3108,
SUTTER NORTH MEDICAL GROUP,NA,org_rg_8946_b,SUTTER NORTH MEDICAL GROUP,add to map,yes,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,3500,25000,Yuba City,CA,95991,
SUTTER NORTH MEDICAL GROUP INC.,NA,org_rg_8946_b,SUTTER NORTH MEDICAL GROUP,add to map,yes,c0fef8bd-bc3d-45be-af2b-5803e95fb36a,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v5,25000,25000,Yuba City,CA,95991-5005,
TAYLOR FRESH FOODS,NA,org_rg_8949,TAYLOR FRESH FOODS,add to map,yes,1e02fe45-40bc-4989-bfdf-31000a0a11ed,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,500,39200,Salinas,CA,93901,
"TAYLOR FRESH FOODS, INC.",1476855,org_rg_8949,TAYLOR FRESH FOODS,add to map,yes,1e02fe45-40bc-4989-bfdf-31000a0a11ed,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,39200,39200,Salinas,CA,93901-4449,
TRC OPERATING COMPANY,NA,org_rg_8954,TRC OPERATING COMPANY,add to map,yes,38efea8c-e2e9-4098-b037-59c0b32443cf,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,1000,9800,Taft,CA,93268,
TRC OPERATING COMPANY INC.,NA,org_rg_8954,TRC OPERATING COMPANY,add to map,yes,38efea8c-e2e9-4098-b037-59c0b32443cf,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,9800,9800,Taft,CA,93268,
US RENAL CARE INC,NA,org_rg_8955,US RENAL CARE,add to map,yes,4aabcee0-2f9f-4643-8db7-7f7585f72adc,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v5,450,5000,Plano,TX,75024,
PACIFIC COAST COMPANIES INC.,NA,org_rg_8971,PACIFIC COAST COMPANIES,add to map,yes,282026ec-3814-434d-af9f-cea5f84e20be,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Rancho Cordova,CA,95670,
"PACIFIC COAST COMPANIES, INC., PACIFIC COAST BUILDING PRODUCTS",NA,org_rg_8971,PACIFIC COAST COMPANIES,add to map,yes,282026ec-3814-434d-af9f-cea5f84e20be,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,39200,Rancho Cordova,CA,95741,
MEDIC AMBULANCE SERVICE AND AFFILIATES,NA,org_rg_8985,MEDIC AMBULANCE SERVICE,add to map,yes,da6b9fd4-b3f5-473f-90f3-cc388246fde0,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,35000,Vallejo,CA,94590,
COLUSA INDIAN COMMUNITY COUNCIL,NA,org_rg_8995,CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA INDIAN COMMUNITY,add to map,yes,ac7ca14a-b71e-424c-adb9-035e912b8f00,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,39200,39200,Colusa,CA,95932-4022,
COLUSA INDIAN COMMUNITY COUNCIL/CACHIL DEHE BAND OF WINTUN INDIANS,NA,org_rg_8995,CACHIL DEHE BAND OF WINTUN INDIANS OF THE COLUSA INDIAN COMMUNITY,add to map,yes,ac7ca14a-b71e-424c-adb9-035e912b8f00,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,3000,39200,COLUSA,CA,95932,
PATTERN ENERGY GROUP LP,NA,org_rg_8998,PATTERN ENERGY,add to map,yes,f250119b-009d-48e3-84a7-075a9e70b3c0,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,25000,25000,San Francisco,CA,94111-1308,
PATTERN ENERGY GROUP SERVICES LP,NA,org_rg_8998,PATTERN ENERGY,add to map,yes,f250119b-009d-48e3-84a7-075a9e70b3c0,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,25000,San Francisco,CA,94111,
SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,1327739,org_rg_8999,SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,add to map,yes,69635215-8877-481f-819e-2a0e8484e1d8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,15000,15000,Washington,DC,20005-3815,not sure if this is linked to sunpac - DD links them. I kept them separate since they're two separate pacs and we default to pac name when its a sponsored by case
"SOLAR ENERGY INDUSTRIES ASSOCIATION, INC. CALIFORNIA PAC",NA,org_rg_8999,SOLAR ENERGY INDUSTRIES ASSOCIATION CALIFORNIA PAC,add to map,yes,69635215-8877-481f-819e-2a0e8484e1d8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,15000,Washington,DC,20005,not sure if this is linked to sunpac - DD links them. I kept them separate since they're two separate pacs and we default to pac name when its a sponsored by case
ASSN OF CALIFORNIA SCHOOL ADMINISTRATORS PAC,842151,org_rg_90,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,add to map,yes,f6d8ad00-8aa4-47d4-a371-a5b23db82998,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,78400,Sacramento,CA,95814,
ASSOCIATION OF CA SCHOOL ADMINISTRATORS PAC,842151,org_rg_90,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS,add to map,yes,f6d8ad00-8aa4-47d4-a371-a5b23db82998,,adding_to_existing,FALSE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,23600,78400,Sacramento,CA,95814,
PCL CONSTRUCTION INC,NA,org_rg_9003_l,PCL CONSTRUCTION,add to map,yes,5b5c3860-4f0f-4606-ae2e-3300cf91b057,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,100,13412.03,Irvine,CA,92606,
"PCL CONSTRUCTION SERVICES, INC.",NA,org_rg_9003_l,PCL CONSTRUCTION,add to map,yes,5b5c3860-4f0f-4606-ae2e-3300cf91b057,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,4097.85,13412.03,Glendale,CA,91203,
TTS CONSTRUCTION CORP,NA,org_rg_9003_w,TTS CONSTRUCTION,add to map,yes,c19f8254-b261-41f7-9283-80b191e86474,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,499.93,13412.03,Lodi,CA,95240,
TTS CONSTRUCTION CORPORATION,NA,org_rg_9003_w,TTS CONSTRUCTION,add to map,yes,c19f8254-b261-41f7-9283-80b191e86474,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,519,13412.03,Lodi,CA,95240,
HENSEL PHELPS (RESTRICTED USE ACCOUNT),NA,org_rg_9032,HENSEL PHELPS,add to map,yes,01f4f383-04dc-4b2c-b7a3-4a79c2d83b48,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,10420.85,16620.85,Irvine,CA,92612,
HENSEL PHELPS - RUA,NA,org_rg_9032,HENSEL PHELPS,add to map,yes,01f4f383-04dc-4b2c-b7a3-4a79c2d83b48,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6200,16620.85,Irvine,CA,92612,
MERIDIAN GROWERS,NA,org_rg_9035,MERIDIAN GROWERS,add to map,yes,4e53ff0c-1a75-4a1a-8012-468cf47de0fb,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,7500,12500,Madera,CA,93637,
MERIDIAN NUT GROWERS,NA,org_rg_9035,MERIDIAN GROWERS,add to map,yes,4e53ff0c-1a75-4a1a-8012-468cf47de0fb,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,12500,Madera,CA,93637,
"Q METRICS, INC.",NA,org_rg_9037,QMETRICS,add to map,yes,14029136-3ea5-4e13-a543-fb7548439d8d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6000,12000,San Diego,CA,92101,
QMETRICS INC.,NA,org_rg_9037,QMETRICS,add to map,yes,14029136-3ea5-4e13-a543-fb7548439d8d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6000,12000,San Diego,CA,92101,
JR AND K PROPERTY MGMT LLC (JOHN H. SEUNG),NA,org_rg_9041_y,JR AND K PROPERTY MANAGEMENT,add to map,yes,d775518e-e262-4cfa-9311-81a11bb6eb7d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,165,250000,Los Angeles,CA,90049,can't find this company
JR AND K PROPERTY MGMT LLC * (JOHN H. SEUNG),NA,org_rg_9041_y,JR AND K PROPERTY MANAGEMENT,add to map,yes,d775518e-e262-4cfa-9311-81a11bb6eb7d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,165,250000,Los Angeles,CA,90049,can't find this company
REGENCY PROPERTY MANAGEMENT*,NA,org_rg_9041_l1,REGENCY PROPERTY MANAGEMENT,add to map,yes,0626b654-09fc-47ea-895f-6fe4eed0ab1c,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1026,250000,Fresno,CA,93705,
"REGENCY PROPERTY MANAGEMENT, INC.:COPPER BEACH FRESNO",NA,org_rg_9041_l1,REGENCY PROPERTY MANAGEMENT,add to map,yes,0626b654-09fc-47ea-895f-6fe4eed0ab1c,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,264,250000,Tustin,CA,92780,
NEUROCRINE BIOSCIENCE,NA,org_rg_9063,NEUROCRINE BIOSCIENCES,add to map,yes,1a175454-549a-4fee-a7ab-a1f1c095356e,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,10000,10000,San Diego,CA,92130,
"RMV COMMUNITY DEVELOPMENT COMPANY, INC. AND AFFILIATED ENTITIES",NA,org_rg_9083,RMV COMMUNITY DEVELOPMENT CO,add to map,yes,d5e8ac4b-852c-4edf-9d7f-9017b088ac96,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,3000,9800,SAN JUAN CAPISTRANO,CA,92675,
RELATED COMPANIES OF CALIFORNIA LLC(BILL WITTE),NA,org_rg_9084,RELATED CALIFORNIA,add to map,yes,012d3c51-3f9f-499f-ad24-2d29a3596d2e,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,9800,Irvine,CA,92612,
THE RELATED COMPANIES OF CALIFORNIA LLC (BEN FAYDOCK),NA,org_rg_9084,RELATED CALIFORNIA,add to map,yes,012d3c51-3f9f-499f-ad24-2d29a3596d2e,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2500,9800,Irvine,CA,92612-1097,
RPAC ALMOND HANDLER & PROCESSOR,NA,org_rg_9085,RPAC ALMONDS,add to map,yes,c3dbe637-2082-4fbe-b0fb-454d5050cc1e,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,5000,Los Banos,CA,93635,
RPAC ALMOND HANDLERS & PROCESSORS,NA,org_rg_9085,RPAC ALMONDS,add to map,yes,c3dbe637-2082-4fbe-b0fb-454d5050cc1e,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2500,5000,Los Banos,CA,93635,
BOEHRINGER INGELHEIM,NA,org_rg_9086,BOEHRINGER INGELHEIM,add to map,yes,a0ac37b0-8b58-452d-8a18-845109cf2839,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,1037,19600,Ripon,CA,95366,
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC USA",NA,org_rg_9086,BOEHRINGER INGELHEIM,add to map,yes,a0ac37b0-8b58-452d-8a18-845109cf2839,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,19600,Ridgefield,CT,6877,
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",NA,org_rg_9086,BOEHRINGER INGELHEIM,add to map,yes,a0ac37b0-8b58-452d-8a18-845109cf2839,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy | map1_bridge,9800,19600,Ridgefield,CT,6877,
EDUCATIONAL EMPLOYEES CREDIT UNION (INDEP EXPENDITURE ACCOUNT),NA,org_rg_9098,EDUCATIONAL EMPLOYEES CREDIT UNION,add to map,yes,9dd2c736-e97f-41bc-a111-bfbb46292ae8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,10200,20000,Clovis,CA,93612,
EDUCATIONAL EMPLOYEES CU,NA,org_rg_9098,EDUCATIONAL EMPLOYEES CREDIT UNION,add to map,yes,9dd2c736-e97f-41bc-a111-bfbb46292ae8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,20000,Fresno,CA,93711,
NAFTEX OPERATING COMPANY,NA,org_rg_9128,NAFTEX OPERATING COMPANY,add to map,yes,a7c4720d-e9ec-43db-8c2c-e25545139285,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,11566,Bakersfield,CA,93307,
"NAFTEX OPERATING COMPANY, INC.",NA,org_rg_9128,NAFTEX OPERATING COMPANY,add to map,yes,a7c4720d-e9ec-43db-8c2c-e25545139285,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,11566,11566,Los Angeles,CA,90067,
"REPUBLIC SERVICES INC. , AND AFFILIATED ENTITIES",NA,org_rg_9130,REPUBLIC SERVICES,add to map,yes,5830aadd-4aa4-4518-908d-5434bb58749a,,adding_to_existing,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,9800,SACRAMENTO,CA,95814,
RANCHO SANTA TERESA MHP,NA,org_rg_9144_e,RANCHO SANTA TERESA MOBILE HOME PARK,add to map,yes,0292adc5-60eb-4ce8-87b6-9d4611a022ba,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2826,5526,San Jose,CA,95136-4203,
RANCHO SANTA TERESA MOBILEHOME PARK,NA,org_rg_9144_e,RANCHO SANTA TERESA MOBILE HOME PARK,add to map,yes,0292adc5-60eb-4ce8-87b6-9d4611a022ba,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2700,5526,San Jose,CA,95136-4203,
SILICON VALLEY VILLAGE MHP,NA,org_rg_9148,SILICON VALLEY VILLAGE MOBILE HOME PARK,add to map,yes,4b027556-d8ce-488e-993c-3e419cd08010,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6507,13014,San Jose,CA,95134-1367,
SILICON VALLEY VILLAGE MOBILEHOME PARK,NA,org_rg_9148,SILICON VALLEY VILLAGE MOBILE HOME PARK,add to map,yes,4b027556-d8ce-488e-993c-3e419cd08010,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,6507,13014,San Jose,CA,95134-1367,
O'BRYAN ELECTRIC INC.,NA,org_rg_9215,O'BRYANT ELECTRIC,add to map,yes,41eb659c-97b4-4f3e-83f9-bef5a4bb6cfc,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,9800,Chatsworth,CA,91311,
O'BRYANT ELECTRIC,NA,org_rg_9215,O'BRYANT ELECTRIC,add to map,yes,41eb659c-97b4-4f3e-83f9-bef5a4bb6cfc,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,1000,9800,CHATSWORTH,CA,913115809,
"USA MULTIFAMILY MANAGEMENT, INC.",NA,org_rg_9225,USA MULTIFAMILY MANAGEMENT,add to map,yes,b5f0248c-3b52-473d-aed8-2db3233e1ec8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,482,7122,Roseville,CA,95661,
"USA MULTIFAMILY MANAGEMENT, INC. *",NA,org_rg_9225,USA MULTIFAMILY MANAGEMENT,add to map,yes,b5f0248c-3b52-473d-aed8-2db3233e1ec8,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,7122,7122,Roseville,CA,95661,
CLM CATTLEMEN'S LIVESTOCK MARKET INC,NA,org_rg_9277,CATTLEMEN'S LIVESTOCK MARKET,add to map,yes,f8d0b313-8cb1-4d1e-a616-f34e2984948d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,10000,Galt,CA,95632,
CLM CATTLEMEN'S LIVESTOCK MARKET INC RUA,NA,org_rg_9277,CATTLEMEN'S LIVESTOCK MARKET,add to map,yes,f8d0b313-8cb1-4d1e-a616-f34e2984948d,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,200,10000,Galt,CA,95632,
SHEET METAL WORKERS LOCAL UNION 104 POLTICAL COMMITTEE,850381,org_rg_93,SHEET METAL WORKERS LOCAL 104,add to map,yes,2a59a77b-5633-40b1-bd8e-2ca9e99e5e61,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,25000,45000,Livermore,CA,94551,
MONTEREY PENINSULA SURGERY CENTER - MUNRAS,NA,org_rg_8789,MONTEREY PENINSULA SURGERY CENTERS,add to map,yes,93a69b6f-1cdc-4f23-996c-69c5adf2e8f3,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2450,7350,Monterey,CA,93940,
MONTEREY PENINSULA SURGERY CENTER - RYAN RANCH,NA,org_rg_8789,MONTEREY PENINSULA SURGERY CENTERS,add to map,yes,93a69b6f-1cdc-4f23-996c-69c5adf2e8f3,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2450,7350,Monterey,CA,93940,
MONTEREY PENINSULA SURGERY CENTERS - SALINAS SC,NA,org_rg_8789,MONTEREY PENINSULA SURGERY CENTERS,add to map,yes,93a69b6f-1cdc-4f23-996c-69c5adf2e8f3,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,2450,7350,Salinas,CA,93901,
"MONTEREY PENINSULA SURGERY CENTER, LLC(CARRIE MILLSAP)",NA,org_rg_8789,MONTEREY PENINSULA SURGERY CENTERS,add to map,yes,93a69b6f-1cdc-4f23-996c-69c5adf2e8f3,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2450,11550,Monterey,CA,93940,
