record_name,org_concept_name,oid
PROFESSIONAL FIRE FIGHTERS & PARAMEDICS OF PALM BEACH COUNTY,Professional Firefighters & Paramedics of Palm Beach County,-9477
Professional Firefighters & Paramedics of Palm Beach County,Professional Firefighters & Paramedics of Palm Beach County,-9477
Professional Rodeo Cowboys Association,Professional Rodeo Cowboys Association,-9478
PROFESSIONAL TITLE AGENCY,PROFESSIONAL TITLE AGENCY,-9480
PROFESSIONAL TITLE AGENCY INC,PROFESSIONAL TITLE AGENCY,-9480
Professional Wrecker Operators of Florida,Professional Wrecker Operators of Florida,-9481
PROFESSIONAL WRECKER OPERATORS OF FLORIDA INC,Professional Wrecker Operators of Florida,-9481
PROFESSIONAL WRECKERS OPERATORS OF FLORIDA,Professional Wrecker Operators of Florida,-9481
Pihra  Professionals In Human Resources Association,Professionals In Human Resources Association,-16700
Pihra - Professionals In Human Resources Association,Professionals In Human Resources Association,-16700
Professionals in Human Resources Association,Professionals In Human Resources Association,-16700
Progress Noe Valley,Progress Noe Valley,-15642
Progressive,Progressive,-9483
Progressive Alliance of SGV,Progressive Alliance of SGV,-17760
San Gabriel Valley Progressive Alliance,Progressive Alliance of SGV,-17760
Sgv Progressive Alliance,Progressive Alliance of SGV,-17760
Progressive Asset Management,"Progressive Asset Management, Inc.",-9484
"Progressive Asset Management, Inc.","Progressive Asset Management, Inc.",-9484
Progressive Bag Alliance,Progressive Bag Alliance,-9485
PROGRESSIVE CASUALTY INSURANCE,PROGRESSIVE CASUALTY INSURANCE,-9486
Progressive Casualty Insurance Company,PROGRESSIVE CASUALTY INSURANCE,-9486
Progressive Insurance,PROGRESSIVE CASUALTY INSURANCE,-9486
Progressive Insurance Company,PROGRESSIVE CASUALTY INSURANCE,-9486
Progessive PAC,Progressive Caucus PAC,-18634
Progressive Hawaii Now PAC,Progressive Caucus PAC,-18634
Progressive HI NOW,Progressive Caucus PAC,-18634
Progressive Pac,Progressive Caucus PAC,-18634
Progressive Pac of Hawaii,Progressive Caucus PAC,-18634
progressive democrats of america - lake county chapter,Progressive Democrats of America- Lake County Chapter,-9488
Progressive Democrats of America- Lake County Chapter,Progressive Democrats of America- Lake County Chapter,-9488
progressive democrats of america - orange county chapter,Progressive Democrats of America- Orange County Chapter,-9489
Progressive Democrats of America- Orange County Chapter,Progressive Democrats of America- Orange County Chapter,-9489
progressive democrats of america - san francisco chapter,Progressive Democrats of America- San Francisco Chapter,-9490
Progressive Democrats of America- San Francisco Chapter,Progressive Democrats of America- San Francisco Chapter,-9490
progressive democrats of america - santa monica chapter,Progressive Democrats of America- Santa Monica Chapter,-9491
Progressive Democrats of America- Santa Monica Chapter,Progressive Democrats of America- Santa Monica Chapter,-9491
Progressive Democrats Of Santa Monica Mountains,Progressive Democrats of America- Santa Monica Chapter,-9491
PROGRESSIVE DEMOCRATS OF THE SANTA MONICA,Progressive Democrats of America- Santa Monica Chapter,-9491
progressive democrats of the santa monica mountains,Progressive Democrats of America- Santa Monica Chapter,-9491
PROGRESSIVE DEMOCRATS OF THE SANTA MONICA MOUNTAINTS,Progressive Democrats of America- Santa Monica Chapter,-9491
progressive democrats of america - ventura county chapter,Progressive Democrats of America- Ventura County Chapter,-9492
Progressive Democrats of America- Ventura County Chapter,Progressive Democrats of America- Ventura County Chapter,-9492
Progressive Democrats Of America,Progressive Democrats of America-California,-9487
progressive democrats of america - california,Progressive Democrats of America-California,-9487
Progressive Democrats of America California,Progressive Democrats of America-California,-9487
Progressive Democrats of America of California and Santa Monica Mountains,Progressive Democrats of America-California,-9487
"Progressive Democrats of America, California",Progressive Democrats of America-California,-9487
Progressive Democrats of America- Greater Palm Springs Area,Progressive Democrats of America-California,-9487
Progressive Democrats of America- San Francisco,Progressive Democrats of America-California,-9487
Progressive Democrats of America-California,Progressive Democrats of America-California,-9487
Progressive Strategy Partners LLC,Progressive Strategy Partners LLC,-14438
PIVOT -  the Progressive Vietnamese American Organization,Progressive Vietnamese American Organization,-17705
Progressive Vietnamese American Association,Progressive Vietnamese American Organization,-17705
Progressive Vietnamese American Organization,Progressive Vietnamese American Organization,-17705
The Progressive Vietnamese American Organization,Progressive Vietnamese American Organization,-17705
Progressive Zionists of California,Progressive Zionists of California,-15773
Project Angel Food,Project Angel Food,-9495
Project Coyote,Project Coyote,-16439
Project Frog,Project Frog,-9496
Project Inform,Project Inform,-9497
project inform st. anthony's san francisco,Project Inform,-9497
Project Inform St. Anthonys San Francisco,Project Inform,-9497
Project Lead the Way,Project Lead The Way Inc.,-9499
Project Lead The Way Inc,Project Lead The Way Inc.,-9499
Project Lead The Way Inc.,Project Lead The Way Inc.,-9499
Project Minnie,Project Minnie,-16873
CSU Project Rebound Consortium,Project Rebound,-17091
Project Rebound,Project Rebound,-17091
"Project Rebound, San Francisco State University",Project Rebound,-17091
Project Rebound: Expanded,Project Rebound,-17091
"Sacramento State University, Project Rebound",Project Rebound,-17091
San Francisco State University Project Rebound,Project Rebound,-17091
Project Return Peer Support Network,Project Return Peer Support Network,-17509
Project Ropa,Project Ropa,-17747
Project Sentinel,Project Sentinel,-16972
"Project Sentinel, Ann Marquart, Executive Director",Project Sentinel,-16972
Project WHAT!,Project WHAT!,-9500
"Projects & Events Unlimited, LLC","Projects & Events Unlimited, LLC",-19413
"PROJECTS & EVENTS UNLIMITED, LLC.","Projects & Events Unlimited, LLC",-19413
"Projects and Events Unlimited, LLC","Projects & Events Unlimited, LLC",-19413
Prolacta Bioscience Inc,Prolacta Bioscience Inc.,-9501
Prolacta Bioscience Inc.,Prolacta Bioscience Inc.,-9501
Promesa Boyle Heights,Promesa Boyle Heights,-16826
"Prometheus Laboratories, Inc","Prometheus Laboratories, Inc",-9502
"prometheus laboratories, inc.","Prometheus Laboratories, Inc",-9502
Promise Energy,Promise Energy,-9503
"Promise Energy, Inc.",Promise Energy,-9503
Promise Healthcare,Promise Healthcare,-9504
"Promise Healthcare, Inc",Promise Healthcare,-9504
"Promise Healthcare, Inc.",Promise Healthcare,-9504
Promotores Collaborative of San Luis Obispo County,Promotores Collaborative of San Luis Obispo County,-17678
Promotores Comunitarios Del Desierto,Promotores Comunitarios Del Desierto,-17680
Promotores De Salud De Oc,Promotores De Salud De Orange County,-17679
Promotores De Salud De Orange County,Promotores De Salud De Orange County,-17679
Pronto General Agency LTD.,"Pronto General Agency, LTD.",-9505
"Pronto General Agency, LTD.","Pronto General Agency, LTD.",-9505
Propel Biofuels,Propel Fuels,-9507
Propel Fuels,Propel Fuels,-9507
Propel Fuels Inc,Propel Fuels,-9507
American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY & CASUALTY INSURANCE ASSOCIATES,Property Casualty Insurance Association of America,-9508
American Property Capital Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Cash Flow Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Casual Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSN CA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOC CALIFORNIA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOC. CAL PAC,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association (APCIA),Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION - CALIFORNIA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION / APCIA,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association Apcia,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association CA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA PAC (APCIA CALIFORNIA PAC),Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA PAC (MPO),Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA PAC MPO,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Association California Political Action Committee,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIAITTE,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CPAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA APCIA,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA MPO,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Corporation,Property Casualty Insurance Association of America,-9508
American Property Casualty Insurance Federation,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURANCE INSURANCE ASSOC. APCIA CALIFORNIA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA CALIFORNIA MPO,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE (MPO),Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY CASUALTY INSURNCE ASSOCIATION CALIFORNIA,Property Casualty Insurance Association of America,-9508
American Property Insurance Association,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY INSURANCE ASSOCIATION CALIFORNIA,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY INSURANCE ASSOCIATION CALIFORNIA PAC,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA,Property Casualty Insurance Association of America,-9508
AMERICAN PROPERTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA PAC,Property Casualty Insurance Association of America,-9508
and American Property Casualty Insurance Association,Property Casualty Insurance Association of America,-9508
PROPERTY & CASUALTY INSURERS ASSOCIATION OF AMERICA,Property Casualty Insurance Association of America,-9508
Property Casualty Insurance Association of America,Property Casualty Insurance Association of America,-9508
"Property Casualty Insurers Assn, of America",Property Casualty Insurance Association of America,-9508
Property Casualty Insurers Association of America,Property Casualty Insurance Association of America,-9508
"Property Casualty Insurers, Associations of America",Property Casualty Insurance Association of America,-9508
Property I.D.,Property I.D.,-9511
Property Id,Property I.D.,-9511
Property Id Corporation,Property I.D.,-9511
Property Professionals Hawaii LLC,Property Professionals Hawaii LLC,-19639
Prosecutor Alliance of California,Prosecutors Alliance of California,-15124
Prosecutors Alliance,Prosecutors Alliance of California,-15124
Prosecutors Alliance Action,Prosecutors Alliance of California,-15124
Prosecutors Alliance California,Prosecutors Alliance of California,-15124
Prosecutors Alliance of California,Prosecutors Alliance of California,-15124
"Prosecutors Alliance of California, a Project of Tides Advocacy",Prosecutors Alliance of California,-15124
Support and Prosecutors Alliance Action,Prosecutors Alliance of California,-15124
ProService Hawaii,ProService Hawaii,-19326
PROSERVICE HAWAII BUSINESS DEVELOPMENT CORP,ProService Hawaii,-19326
Prospect Avenue Partners,Prospect Avenue Partners,-14439
"Prospect Medical Holding, Inc.","Prospect Medical Holding, Inc.",-9512
Prospect Medical Holdings,"Prospect Medical Holding, Inc.",-9512
Prosper CA Coalition,Prosper California,-19452
Prosper California,Prosper California,-19452
Prosper California Coalition,Prosper California,-19452
Prospera Community Development,Prospera Community Development,-9513
Prosperity California,Prosperity California,-17230
Protect Democracy,Protect Democracy United,-17731
Protect Democracy United,Protect Democracy United,-17731
Protect Monterey County,Protect Monterey County,-18833
Protection And Advocacy Inc,Protection And Advocacy Inc,-9514
Protection of Educational Rights for Kids,Protection of The Educational Rights of Kids (PERK),-15583
Protection of The Educational Rights of Kids,Protection of The Educational Rights of Kids (PERK),-15583
Protection of the Educational Rights of Kids - Advocacy,Protection of The Educational Rights of Kids (PERK),-15583
Protection of the Educational Rights of Kids Advocacy,Protection of The Educational Rights of Kids (PERK),-15583
Proterra Investment Partners,Proterra Investment Partners,-9516
Proterra Investment Partners LP,Proterra Investment Partners,-9516
Proterra,"Proterra, Inc.",-9515
Proterra Inc,"Proterra, Inc.",-9515
"Proterra, Inc.","Proterra, Inc.",-9515
Proteus,Proteus,-9517
Proteus Inc.,Proteus,-9517
"Proteus, Inc.",Proteus,-9517
"Proteus, Inc..",Proteus,-9517
Providence,Providence Health & Services,-9518
Providence Health & Services,Providence Health & Services,-9518
Providence Health & Services Southern California,Providence Health & Services,-9518
"Providence Health & Services, Southern California",Providence Health & Services,-9518
Providence Health and Services,Providence Health & Services,-9518
Providence Health and Services Southern California,Providence Health & Services,-9518
"Providence Health and Services, Southern California",Providence Health & Services,-9518
Providence Health Services,Providence Health & Services,-9518
Providence St Joseph Health,Providence St. Joseph Health,-16475
Providence St. Joseph Health,Providence St. Joseph Health,-16475
Providence Title,Providence Title,-9520
Providence Title Company,Providence Title,-9520
Title Insurance - Providence Title,Providence Title,-9520
Title Insurance -Providence Title,Providence Title,-9520
Provident Strategies,Provident Strategies,-14440
Providers Alliance for Community Services of Texas,Providers Alliance for Community Services of Texas,-9521
Providers Alliance for Community Services of Texas  ,Providers Alliance for Community Services of Texas,-9521
Providian Financial Corporation,Providian Financial Corporation,-9522
